地域コード,地域識別コード,境域年次(2015),境域年次(2000),,人口　平成27年　(a),人口　平成22年（組替） 2),平成22年～27年の人口増減数 2),平成22年～27年の人口増減率（％） 2),面積（km2）　(b) 1) 2),人口密度（1km2当たり）　(a)/(b) 2),世帯数　平成27年,世帯数　平成22年（組替） 2),平成22年～27年の世帯数増減数 2),平成22年～27年の世帯数増減率（％） 2)
0,a,2015,2000,全国,127094745,128057352,-962607,-0.7516999102,377970.75,340.8,53448685,51950504,1498181,2.8838623009
1,b,2015,2000,市部,116137232,116549098,-411866,-0.3533841163,216973.76,535.5,49319924,47812998,1506926,3.1517078264
2,b,2015,2000,郡部,10957513,11508254,-550741,-4.7856173491,160912.77,70.2,4128761,4137506,-8745,-0.2113592101
1000,a,2015,2000,北海道,5381733,5506419,-124686,-2.2643754498,83424.31,68.6,2444810,2424317,20493,0.8453102461
1001,b,2015,2000,市部,4395172,4449360,-54188,-1.2178830214,18536.20,238.3,2021698,1989236,32462,1.6318827932
1002,b,2015,2000,郡部,986561,1057059,-70498,-6.6692587642,64829.10,16.5,423112,435081,-11969,-2.7509820011
1100,1,2015,2000,札幌市,1952356,1913545,38811,2.0282251005,1121.26,1741.2,921837,885848,35989,4.0626608628
1101,0,2015,2000,札幌市 中央区,237627,220189,17438,7.9195600144,46.42,5119.1,132006,120741,11265,9.3298879420
1102,0,2015,2000,札幌市 北区,285321,278781,6540,2.3459274484,63.57,4488.3,133662,127440,6222,4.8822975518
1103,0,2015,2000,札幌市 東区,261912,255873,6039,2.3601552333,56.97,4597.4,124425,118939,5486,4.6124483979
1104,0,2015,2000,札幌市 白石区,209584,204259,5325,2.6069842700,34.47,6080.2,104608,100444,4164,4.1455935646
1105,0,2015,2000,札幌市 豊平区,218652,212118,6534,3.0803609312,46.23,4729.7,110171,107179,2992,2.7915916364
1106,0,2015,2000,札幌市 南区,141190,146341,-5151,-3.5198611462,657.48,214.7,61291,62776,-1485,-2.3655537148
1107,0,2015,2000,札幌市 西区,213578,211229,2349,1.1120632110,75.10,2843.9,97750,96421,1329,1.3783304467
1108,0,2015,2000,札幌市 厚別区,127767,128492,-725,-0.5642374623,24.38,5240.6,55585,54099,1486,2.7468160225
1109,0,2015,2000,札幌市 手稲区,140999,139644,1355,0.9703245395,56.77,2483.7,57333,55050,2283,4.1471389646
1110,0,2015,2000,札幌市 清田区,115726,116619,-893,-0.7657414315,59.87,1933.0,45006,42759,2247,5.2550340279
1202,2,2015,,函館市,265979,279127,-13148,-4.7104006420,677.86,392.4,123950,126180,-2230,-1.7673165319
1202,9,,2000,(旧 202 函館市),254157,265357,-11200,-4.2207290556,346.90,732.7,119177,120930,-1753,-1.4495989415
1202,9,,2000,(旧 339 戸井町),2677,3128,-451,-14.4181585678,53.04,50.5,1067,1163,-96,-8.2545141874
1202,9,,2000,(旧 340 恵山町),2993,3553,-560,-15.7613284548,94.27,31.7,1287,1433,-146,-10.1884159107
1202,9,,2000,(旧 341 椴法華村),910,1095,-185,-16.8949771689,24.92,36.5,396,445,-49,-11.0112359551
1202,9,,2000,(旧 342 南茅部町),5242,5994,-752,-12.5458792125,158.35,33.1,2023,2209,-186,-8.4200995926
1203,2,2015,2000,小樽市,121924,131928,-10004,-7.5829240192,243.83,500.0,55466,57711,-2245,-3.8900729497
1204,2,2015,2000,旭川市,339605,347095,-7490,-2.1579106585,747.66,454.2,155747,154393,1354,0.8769827648
1205,2,2015,2000,室蘭市,88564,94535,-5971,-6.3161791929,80.88,1095.0,43616,45029,-1413,-3.1379777477
1206,2,2015,,釧路市,174742,181169,-6427,-3.5475164073,1362.92,128.2,82078,81015,1063,1.3121026970
1206,9,,2000,(旧 206 釧路市),167925,173278,-5353,-3.0892554162,221.61,757.8,78874,77483,1391,1.7952325026
1206,9,,2000,(旧 666 阿寒町),4882,5540,-658,-11.8772563177,739.37,6.6,2350,2532,-182,-7.1879936809
1206,9,,2000,(旧 669 音別町),1935,2351,-416,-17.6945980434,401.40,4.8,854,1000,-146,-14.6000000000
1207,2,2015,2000,帯広市,169327,168057,1270,0.7556959841,619.34,273.4,77707,75474,2233,2.9586347616
1208,2,2015,,北見市,121226,125689,-4463,-3.5508278370,1427.41,84.9,56202,56012,190,0.3392130258
1208,9,,2000,(旧 208 北見市),105979,108632,-2653,-2.4421901465,421.08,251.7,49965,49354,611,1.2379948940
1208,9,,2000,(旧 548 端野町),4886,5215,-329,-6.3087248322,163.50,29.9,1792,1820,-28,-1.5384615385
1208,9,,2000,(旧 551 留辺蘂町),6381,7449,-1068,-14.3374949658,564.69,11.3,2835,3130,-295,-9.4249201278
1208,9,,2000,(旧 553 常呂町),3980,4393,-413,-9.4013202823,278.29,14.3,1610,1708,-98,-5.7377049180
1209,2,2015,2000,夕張市,8843,10922,-2079,-19.0349752793,763.07,11.6,4539,5558,-1019,-18.3339330694
1210,2,2015,,岩見沢市,84499,90145,-5646,-6.2632425537,481.02,175.7,36155,36723,-568,-1.5467145930
1210,9,,2000,(旧 210 岩見沢市),76348,80722,-4374,-5.4185971606,204.74,372.9,33105,33362,-257,-0.7703375097
1210,9,,2000,(旧 421 北村),2707,3232,-525,-16.2438118812,96.49,28.1,927,1015,-88,-8.6699507389
1210,9,,2000,(旧 422 栗沢町),5444,6191,-747,-12.0659021160,179.87,30.3,2123,2346,-223,-9.5055413470
1211,2,2015,2000,網走市,39077,40998,-1921,-4.6855944192,471.00,83.0,18035,18112,-77,-0.4251325088
1212,2,2015,2000,留萌市,22221,24457,-2236,-9.1425767674,297.83,74.6,10402,11044,-642,-5.8131111916
1213,2,2015,2000,苫小牧市,172737,173320,-583,-0.3363720286,561.57,307.6,78298,76289,2009,2.6334071753
1214,2,2015,2000,稚内市,36380,39595,-3215,-8.1197120849,761.47,47.8,16486,17343,-857,-4.9414749467
1215,2,2015,2000,美唄市,23035,26034,-2999,-11.5195513559,277.69,83.0,10173,10992,-819,-7.4508733624
1216,2,2015,2000,芦別市,14676,16628,-1952,-11.7392350253,865.04,17.0,6862,7526,-664,-8.8227478076
1217,2,2015,2000,江別市,120636,123722,-3086,-2.4943017410,187.38,643.8,51983,51170,813,1.5888215751
1218,2,2015,2000,赤平市,11105,12637,-1532,-12.1231304898,129.88,85.5,4980,5585,-605,-10.8325872874
1219,2,2015,2000,紋別市,23109,24750,-1641,-6.6303030303,830.78,27.8,11127,11390,-263,-2.3090430202
1220,2,2015,,士別市,19914,21787,-1873,-8.5968696929,1119.22,17.8,8650,9100,-450,-4.9450549451
1220,9,,2000,(旧 220 士別市),18582,20240,-1658,-8.1916996047,597.28,31.1,7983,8377,-394,-4.7033544228
1220,9,,2000,(旧 466 朝日町),1332,1547,-215,-13.8978668390,522.01,2.6,667,723,-56,-7.7455048409
1221,2,2015,,名寄市,29048,30591,-1543,-5.0439671799,535.20,54.3,13086,13348,-262,-1.9628408750
1221,9,,2000,(旧 221 名寄市),25046,26043,-997,-3.8282839919,314.62,79.6,11470,11623,-153,-1.3163555020
1221,9,,2000,(旧 467 風連町),4002,4548,-546,-12.0052770449,220.61,18.1,1616,1725,-109,-6.3188405797
1222,2,2015,2000,三笠市,9076,10221,-1145,-11.2024263771,302.52,30.0,4254,4776,-522,-10.9296482412
1223,2,2015,2000,根室市,26917,29201,-2284,-7.8216499435,506.25,65.4,11383,11897,-514,-4.3204169118
1224,2,2015,2000,千歳市,95648,93604,2044,2.1836673646,594.50,160.9,40638,38541,2097,5.4409589787
1225,2,2015,2000,滝川市,41192,43170,-1978,-4.5818855687,115.90,355.4,18651,18947,-296,-1.5622525994
1226,2,2015,2000,砂川市,17694,19056,-1362,-7.1473551637,78.68,224.9,7858,8415,-557,-6.6191325015
1227,2,2015,2000,歌志内市,3585,4387,-802,-18.2812856166,55.95,64.1,1665,2000,-335,-16.7500000000
1228,2,2015,2000,深川市,21909,23709,-1800,-7.5920536505,529.42,41.4,9669,10100,-431,-4.2673267327
1229,2,2015,2000,富良野市,22936,24259,-1323,-5.4536460695,600.71,38.2,9929,10074,-145,-1.4393488187
1230,2,2015,2000,登別市,49625,51526,-1901,-3.6893995265,212.21,233.8,21681,21717,-36,-0.1657687526
1231,2,2015,2000,恵庭市,69702,69384,318,0.4583189208,294.65,236.6,28846,27634,1212,4.3859014258
1233,2,2015,,伊達市,34995,36278,-1283,-3.5365786427,444.21,78.8,15054,15287,-233,-1.5241708641
1233,9,,2000,(旧 233 伊達市),33625,34745,-1120,-3.2234853936,170.25,197.5,14543,14754,-211,-1.4301206452
1233,9,,2000,(旧 574 大滝村),1370,1533,-163,-10.6327462492,274.03,5.0,511,533,-22,-4.1275797373
1234,2,2015,2000,北広島市,59064,60353,-1289,-2.1357678989,119.05,496.1,23551,22991,560,2.4357357227
1235,2,2015,,石狩市,57436,59449,-2013,-3.3860956450,722.42,79.5,22632,22603,29,0.1283015529
1235,9,,2000,(旧 235 石狩市),54181,55577,-1396,-2.5118304335,117.85,459.7,21096,20851,245,1.1750035969
1235,9,,2000,(旧 305 厚田村),1927,2217,-290,-13.0807397384,292.84,6.6,839,918,-79,-8.6056644880
1235,9,,2000,(旧 306 浜益村),1328,1655,-327,-19.7583081571,311.15,4.3,697,834,-137,-16.4268585132
1236,2,2015,,北斗市,46390,48032,-1642,-3.4185542971,397.44,116.7,18508,18412,96,0.5213990876
1236,9,,2000,(旧 335 上磯町),36199,37471,-1272,-3.3946251768,262.41,137.9,14729,14680,49,0.3337874659
1236,9,,2000,(旧 336 大野町),10191,10561,-370,-3.5034561121,134.88,75.6,3779,3732,47,1.2593783494
1300,c,2015,2000,石狩振興局,20607,22281,-1674,-7.5131277770,500.89,41.1,8397,8486,-89,-1.0487862362
1303,3,2015,2000,当別町,17278,18766,-1488,-7.9292337206,422.86,40.9,7327,7400,-73,-0.9864864865
1304,3,2015,2000,新篠津村,3329,3515,-186,-5.2916073969,78.04,42.7,1070,1086,-16,-1.4732965009
1330,c,2015,2000,渡島総合振興局,92429,100648,-8219,-8.1660837771,2862.16,32.3,39390,40887,-1497,-3.6613104410
1331,3,2015,2000,松前町,7337,8748,-1411,-16.1294010059,293.25,25.0,3571,3959,-388,-9.8004546603
1332,3,2015,2000,福島町,4422,5114,-692,-13.5314822057,187.28,23.6,2039,2194,-155,-7.0647219690
1333,3,2015,2000,知内町,4653,5074,-421,-8.2972014190,196.75,23.6,2003,2009,-6,-0.2986560478
1334,3,2015,2000,木古内町,4547,5341,-794,-14.8661299382,221.87,20.5,2140,2317,-177,-7.6391886060
1337,3,2015,2000,七飯町,28120,28463,-343,-1.2050732530,216.75,129.7,11141,10891,250,2.2954733266
1343,3,2015,2000,鹿部町,4226,4767,-541,-11.3488567233,110.64,38.2,1660,1675,-15,-0.8955223881
1345,3,2015,,森町,15946,17859,-1913,-10.7116859847,368.79,43.2,6628,7103,-475,-6.6873152189
1345,9,,2000,(旧 344 砂原町),3843,4543,-700,-15.4083204931,56.85,67.6,1472,1588,-116,-7.3047858942
1345,9,,2000,(旧 345 森町),12103,13316,-1213,-9.1093421448,311.42,38.9,5156,5515,-359,-6.5095194923
1346,3,2015,,八雲町,17252,18896,-1644,-8.7002540220,956.07,18.0,7523,7892,-369,-4.6756208819
1346,9,,2000,(旧 346 八雲町),14830,15998,-1168,-7.3009126141,735.60,20.2,6377,6612,-235,-3.5541439806
1346,9,,2000,(旧 365 熊石町),2422,2898,-476,-16.4251207729,220.31,11.0,1146,1280,-134,-10.4687500000
1347,3,2015,2000,長万部町,5926,6386,-460,-7.2032571250,310.76,19.1,2685,2847,-162,-5.6902002107
1360,c,2015,2000,檜山振興局,37870,42058,-4188,-9.9576774930,2630.32,14.4,16831,17927,-1096,-6.1136832710
1361,3,2015,2000,江差町,8248,9004,-756,-8.3962683252,109.53,75.3,3752,3968,-216,-5.4435483871
1362,3,2015,2000,上ノ国町,4876,5428,-552,-10.1694915254,547.71,8.9,2173,2307,-134,-5.8084091894
1363,3,2015,2000,厚沢部町,4049,4409,-360,-8.1651168065,460.58,8.8,1765,1868,-103,-5.5139186296
1364,3,2015,2000,乙部町,3906,4408,-502,-11.3883847550,162.59,24.0,1729,1863,-134,-7.1926999463
1367,3,2015,2000,奥尻町,2690,3033,-343,-11.3089350478,142.97,18.8,1270,1364,-94,-6.8914956012
1370,3,2015,2000,今金町,5628,6186,-558,-9.0203685742,568.25,9.9,2280,2388,-108,-4.5226130653
1371,3,2015,,せたな町,8473,9590,-1117,-11.6475495308,638.69,13.3,3862,4169,-307,-7.3638762293
1371,9,,2000,(旧 366 大成町),1580,1966,-386,-19.6337741607,133.90,11.8,803,945,-142,-15.0264550265
1371,9,,2000,(旧 368 瀬棚町),1932,2225,-293,-13.1685393258,125.62,15.4,901,971,-70,-7.2090628218
1371,9,,2000,(旧 369 北檜山町),4961,5399,-438,-8.1126134469,379.03,13.1,2158,2253,-95,-4.2166000888
1390,c,2015,2000,後志総合振興局,93598,101012,-7414,-7.3397220132,4062.05,23.0,42550,44120,-1570,-3.5584768812
1391,3,2015,2000,島牧村,1499,1781,-282,-15.8338012353,437.18,3.4,661,742,-81,-10.9164420485
1392,3,2015,2000,寿都町,3137,3443,-306,-8.8875980250,95.24,32.9,1420,1536,-116,-7.5520833333
1393,3,2015,2000,黒松内町,3082,3250,-168,-5.1692307692,345.65,8.9,1336,1353,-17,-1.2564671101
1394,3,2015,2000,蘭越町,4843,5292,-449,-8.4845049131,449.78,10.8,2086,2129,-43,-2.0197275716
1395,3,2015,2000,ニセコ町,4958,4823,135,2.7990877047,197.13,25.2,2274,2054,220,10.7108081792
1396,3,2015,2000,真狩村,2103,2189,-86,-3.9287345820,114.25,18.4,855,867,-12,-1.3840830450
1397,3,2015,2000,留寿都村,1907,2034,-127,-6.2438544739,119.84,15.9,915,883,32,3.6240090600
1398,3,2015,2000,喜茂別町,2294,2490,-196,-7.8714859438,189.41,12.1,1123,1207,-84,-6.9594034797
1399,3,2015,2000,京極町,3187,3811,-624,-16.3736552086,231.49,13.8,1281,1740,-459,-26.3793103448
1400,3,2015,2000,倶知安町,15018,15568,-550,-3.5328879753,261.34,57.5,6974,7102,-128,-1.8023092087
1401,3,2015,2000,共和町,6224,6428,-204,-3.1736154325,304.91,20.4,2854,2698,156,5.7820607858
1402,3,2015,2000,岩内町,13042,14451,-1409,-9.7501902982,70.60,184.7,6228,6555,-327,-4.9885583524
1403,3,2015,2000,泊村,1771,1883,-112,-5.9479553903,82.28,21.5,886,855,31,3.6257309942
1404,3,2015,2000,神恵内村,1004,1122,-118,-10.5169340463,147.80,6.8,434,473,-39,-8.2452431290
1405,3,2015,2000,積丹町,2115,2516,-401,-15.9379968203,238.14,8.9,994,1175,-181,-15.4042553191
1406,3,2015,2000,古平町,3188,3611,-423,-11.7142065910,188.36,16.9,1446,1588,-142,-8.9420654912
1407,3,2015,2000,仁木町,3498,3800,-302,-7.9473684211,167.96,20.8,1480,1493,-13,-0.8707300737
1408,3,2015,2000,余市町,19607,21258,-1651,-7.7664879104,140.59,139.5,8769,9051,-282,-3.1156778257
1409,3,2015,2000,赤井川村,1121,1262,-141,-11.1727416799,280.09,4.0,534,619,-85,-13.7318255250
1420,c,2015,2000,空知総合振興局,72722,79345,-6623,-8.3470918142,2192.42,33.2,29067,30552,-1485,-4.8605655931
1423,3,2015,2000,南幌町,7927,8778,-851,-9.6946912736,81.36,97.4,2973,3068,-95,-3.0964797914
1424,3,2015,2000,奈井江町,5674,6194,-520,-8.3952211818,88.19,64.3,2466,2622,-156,-5.9496567506
1425,3,2015,2000,上砂川町,3479,4086,-607,-14.8556045032,39.98,87.0,1744,1954,-210,-10.7471852610
1427,3,2015,2000,由仁町,5314,5896,-582,-9.8710990502,133.74,39.7,2149,2258,-109,-4.8272807795
1428,3,2015,2000,長沼町,11076,11691,-615,-5.2604567616,168.52,65.7,4257,4324,-67,-1.5494912118
1429,3,2015,2000,栗山町,12344,13340,-996,-7.4662668666,203.93,60.5,5186,5484,-298,-5.4339897885
1430,3,2015,2000,月形町,4577,4859,-282,-5.8036633052,150.40,30.4,1466,1511,-45,-2.9781601588
1431,3,2015,2000,浦臼町,1985,2206,-221,-10.0181323663,101.83,19.5,850,920,-70,-7.6086956522
1432,3,2015,2000,新十津川町,6831,7249,-418,-5.7663125948,495.47,13.8,2570,2694,-124,-4.6028210839
1433,3,2015,2000,妹背牛町,3091,3462,-371,-10.7163489313,48.64,63.5,1269,1356,-87,-6.4159292035
1434,3,2015,2000,秩父別町,2513,2730,-217,-7.9487179487,47.18,53.3,1017,1052,-35,-3.3269961977
1436,3,2015,2000,雨竜町,2749,3049,-300,-9.8392915710,191.15,14.4,1005,1067,-62,-5.8106841612
1437,3,2015,2000,北竜町,1981,2193,-212,-9.6671226630,158.70,12.5,782,805,-23,-2.8571428571
1438,3,2015,2000,沼田町,3181,3612,-431,-11.9324473976,283.35,11.2,1333,1437,-104,-7.2372999304
1450,c,2015,2000,上川総合振興局,91955,96633,-4678,-4.8409963470,7615.91,12.1,38295,38748,-453,-1.1690925983
1452,3,2015,2000,鷹栖町,7018,7345,-327,-4.4520081688,139.42,50.3,2717,2732,-15,-0.5490483163
1453,3,2015,2000,東神楽町,10233,9292,941,10.1269909600,68.50,149.4,3657,3290,367,11.1550151976
1454,3,2015,2000,当麻町,6689,7087,-398,-5.6159164668,204.90,32.6,2698,2743,-45,-1.6405395552
1455,3,2015,2000,比布町,3777,4042,-265,-6.5561603167,86.90,43.5,1586,1639,-53,-3.2336790726
1456,3,2015,2000,愛別町,2976,3328,-352,-10.5769230769,250.13,11.9,1305,1332,-27,-2.0270270270
1457,3,2015,2000,上川町,4044,4532,-488,-10.7678729038,1049.47,3.9,2102,2303,-201,-8.7277464177
1458,3,2015,2000,東川町,8111,7859,252,3.2065148238,247.30,32.8,3148,2983,165,5.5313442843
1459,3,2015,2000,美瑛町,10292,10956,-664,-6.0606060606,676.78,15.2,4288,4301,-13,-0.3022552895
1460,3,2015,2000,上富良野町,10826,11545,-719,-6.2278042443,237.10,45.7,4363,4416,-53,-1.2001811594
1461,3,2015,2000,中富良野町,5069,5477,-408,-7.4493335768,108.65,46.7,2025,2015,10,0.4962779156
1462,3,2015,2000,南富良野町,2555,2814,-259,-9.2039800995,665.54,3.8,1132,1199,-67,-5.5879899917
1463,3,2015,2000,占冠村,1211,1394,-183,-13.1276901004,571.41,2.1,704,794,-90,-11.3350125945
1464,3,2015,2000,和寒町,3596,3832,-236,-6.1586638831,225.11,16.0,1533,1601,-68,-4.2473454091
1465,3,2015,2000,剣淵町,3228,3565,-337,-9.4530154278,130.99,24.6,1330,1329,1,0.0752445448
1468,3,2015,2000,下川町,3547,3775,-228,-6.0397350993,644.20,5.5,1674,1685,-11,-0.6528189911
1469,3,2015,2000,美深町,4659,5178,-519,-10.0231749710,672.09,6.9,2041,2194,-153,-6.9735642662
1470,3,2015,2000,音威子府村,832,995,-163,-16.3819095477,275.63,3.0,405,486,-81,-16.6666666667
1471,3,2015,2000,中川町,1767,1907,-140,-7.3413738857,594.74,3.0,897,926,-29,-3.1317494600
1472,3,2015,,幌加内町,1525,1710,-185,-10.8187134503,767.04,2.0,690,780,-90,-11.5384615385
1472,9,,2000,(旧 439 幌加内町),1525,1710,-185,-10.8187134503,767.04,2.0,690,780,-90,-11.5384615385
1480,c,2015,2000,留萌振興局,25691,28648,-2957,-10.3218374756,3148.05,8.2,11508,12276,-768,-6.2561094819
1481,3,2015,2000,増毛町,4497,5078,-581,-11.4415124065,369.71,12.2,2051,2208,-157,-7.1105072464
1482,3,2015,2000,小平町,3336,3717,-381,-10.2502017756,627.22,5.3,1406,1512,-106,-7.0105820106
1483,3,2015,2000,苫前町,3265,3656,-391,-10.6947483589,454.60,7.2,1420,1520,-100,-6.5789473684
1484,3,2015,2000,羽幌町,7327,7964,-637,-7.9984932195,472.65,15.5,3367,3534,-167,-4.7255234861
1485,3,2015,2000,初山別村,1217,1369,-152,-11.1029948868,279.51,4.4,537,579,-42,-7.2538860104
1486,3,2015,2000,遠別町,2806,3084,-278,-9.0142671855,590.80,4.7,1225,1304,-79,-6.0582822086
1487,3,2015,2000,天塩町,3243,3780,-537,-14.2063492063,353.56,9.2,1502,1619,-117,-7.2266831377
1510,c,2015,2000,宗谷総合振興局,31123,33852,-2729,-8.0615620938,3864.60,8.1,14257,15056,-799,-5.3068544102
1511,3,2015,2000,猿払村,2684,2825,-141,-4.9911504425,589.97,4.5,1174,1220,-46,-3.7704918033
1512,3,2015,2000,浜頓別町,3881,4168,-287,-6.8857965451,401.64,9.7,1845,1868,-23,-1.2312633833
1513,3,2015,2000,中頓別町,1757,1974,-217,-10.9929078014,398.51,4.4,775,817,-42,-5.1407588739
1514,3,2015,,枝幸町,8437,9125,-688,-7.5397260274,1115.93,7.6,3772,3952,-180,-4.5546558704
1514,9,,2000,(旧 514 枝幸町),6712,7152,-440,-6.1521252796,509.13,13.2,2961,3044,-83,-2.7266754271
1514,9,,2000,(旧 515 歌登町),1725,1973,-248,-12.5696908262,606.51,2.8,811,908,-97,-10.6828193833
1516,3,2015,2000,豊富町,4054,4378,-324,-7.4006395614,520.69,7.8,1782,1854,-72,-3.8834951456
1517,3,2015,2000,礼文町,2773,3078,-305,-9.9090318389,81.64,34.0,1353,1445,-92,-6.3667820069
1518,3,2015,2000,利尻町,2303,2590,-287,-11.0810810811,76.51,30.1,1154,1313,-159,-12.1096725057
1519,3,2015,2000,利尻富士町,2787,3037,-250,-8.2318077050,105.61,26.4,1264,1363,-99,-7.2633895818
1520,3,2015,,幌延町,2447,2677,-230,-8.5917071349,574.10,4.3,1138,1224,-86,-7.0261437908
1520,9,,2000,(旧 488 幌延町),2447,2677,-230,-8.5917071349,574.10,4.3,1138,1224,-86,-7.0261437908
1540,c,2015,2000,オホーツク総合振興局,110130,118572,-8442,-7.1197247242,7961.41,13.8,47261,49024,-1763,-3.5961977807
1543,3,2015,2000,美幌町,20296,21575,-1279,-5.9281575898,438.41,46.3,8626,8725,-99,-1.1346704871
1544,3,2015,2000,津別町,5008,5646,-638,-11.3000354233,716.80,7.0,2231,2358,-127,-5.3859202714
1545,3,2015,2000,斜里町,12231,13045,-814,-6.2399386738,737.12,16.6,5547,5759,-212,-3.6811946518
1546,3,2015,2000,清里町,4221,4551,-330,-7.2511535926,402.76,10.5,1671,1784,-113,-6.3340807175
1547,3,2015,2000,小清水町,5085,5358,-273,-5.0951847704,286.89,17.7,2033,2069,-36,-1.7399710005
1549,3,2015,2000,訓子府町,5100,5435,-335,-6.1637534499,190.95,26.7,1910,1956,-46,-2.3517382413
1550,3,2015,2000,置戸町,3092,3428,-336,-9.8016336056,527.27,5.9,1304,1367,-63,-4.6086320410
1552,3,2015,2000,佐呂間町,5362,5892,-530,-8.9952477936,404.94,13.2,2311,2415,-104,-4.3064182195
1555,3,2015,,遠軽町,20873,22265,-1392,-6.2519649674,1332.45,15.7,9278,9617,-339,-3.5250077987
1555,9,,2000,(旧 554 生田原町),1896,2204,-308,-13.9745916515,269.36,7.0,805,899,-94,-10.4560622914
1555,9,,2000,(旧 555 遠軽町),16816,17446,-630,-3.6111429554,209.87,80.1,7434,7506,-72,-0.9592326139
1555,9,,2000,(旧 556 丸瀬布町),1471,1714,-243,-14.1773628938,510.13,2.9,685,784,-99,-12.6275510204
1555,9,,2000,(旧 557 白滝村),690,901,-211,-23.4184239734,342.96,2.0,354,428,-74,-17.2897196262
1559,3,2015,,湧別町,9231,10041,-810,-8.0669256050,505.79,18.3,3861,4010,-149,-3.7157107232
1559,9,,2000,(旧 558 上湧別町),5031,5427,-396,-7.2968490879,161.39,31.2,2172,2264,-92,-4.0636042403
1559,9,,2000,(旧 559 湧別町),4200,4614,-414,-8.9726918075,344.34,12.2,1689,1746,-57,-3.2646048110
1560,3,2015,2000,滝上町,2721,3028,-307,-10.1387054161,766.89,3.5,1295,1376,-81,-5.8866279070
1561,3,2015,2000,興部町,3909,4301,-392,-9.1141594978,362.54,10.8,1757,1877,-120,-6.3931806074
1562,3,2015,2000,西興部村,1116,1135,-19,-1.6740088106,308.08,3.6,501,516,-15,-2.9069767442
1563,3,2015,2000,雄武町,4525,4939,-414,-8.3822636161,636.86,7.1,2062,2228,-166,-7.4506283662
1564,3,2015,,大空町,7360,7933,-573,-7.2229925627,343.66,21.4,2874,2967,-93,-3.1344792720
1564,9,,2000,(旧 541 東藻琴村),2312,2442,-130,-5.3235053235,184.38,12.5,912,909,3,0.3300330033
1564,9,,2000,(旧 542 女満別町),5048,5491,-443,-8.0677472227,159.24,31.7,1962,2058,-96,-4.6647230321
1570,c,2015,2000,胆振総合振興局,55834,60630,-4796,-7.9102754412,2398.17,23.3,24897,25895,-998,-3.8540258737
1571,3,2015,2000,豊浦町,4291,4528,-237,-5.2340989399,233.57,18.4,1973,1944,29,1.4917695473
1575,3,2015,2000,壮瞥町,2922,3232,-310,-9.5915841584,205.01,14.3,1168,1226,-58,-4.7308319739
1578,3,2015,2000,白老町,17740,19376,-1636,-8.4434351775,425.64,41.7,7955,8412,-457,-5.4327151688
1581,3,2015,2000,厚真町,4838,4890,-52,-1.0633946830,404.61,12.0,2126,1972,154,7.8093306288
1584,3,2015,,洞爺湖町,9299,10132,-833,-8.2214765101,180.81,51.4,4240,4461,-221,-4.9540461780
1584,9,,2000,(旧 572 虻田町),7648,8312,-664,-7.9884504331,66.85,114.4,3584,3756,-172,-4.5793397231
1584,9,,2000,(旧 573 洞爺村),1651,1820,-169,-9.2857142857,113.69,14.5,656,705,-49,-6.9503546099
1585,3,2015,,安平町,8148,8726,-578,-6.6238826496,237.16,34.4,3651,3753,-102,-2.7178257394
1585,9,,2000,(旧 579 早来町),4737,5015,-278,-5.5433698903,154.61,30.6,2042,2058,-16,-0.7774538387
1585,9,,2000,(旧 580 追分町),3411,3711,-300,-8.0840743735,82.52,41.3,1609,1695,-86,-5.0737463127
1586,3,2015,,むかわ町,8596,9746,-1150,-11.7997127026,711.36,12.1,3784,4127,-343,-8.3111218803
1586,9,,2000,(旧 582 鵡川町),5847,6373,-526,-8.2535697474,166.43,35.1,2575,2666,-91,-3.4133533383
1586,9,,2000,(旧 583 穂別町),2749,3373,-624,-18.4998517640,546.48,5.0,1209,1461,-252,-17.2484599589
1600,c,2015,2000,日高振興局,69015,75321,-6306,-8.3721671247,4811.13,14.3,31153,32479,-1326,-4.0826380123
1601,3,2015,,日高町,12378,13615,-1237,-9.0855673889,992.11,12.5,5781,6064,-283,-4.6668865435
1601,9,,2000,(旧 601 日高町),1503,1798,-295,-16.4071190211,563.95,2.7,763,872,-109,-12.5000000000
1601,9,,2000,(旧 603 門別町),10875,11817,-942,-7.9715663874,428.73,25.4,5018,5192,-174,-3.3513097072
1602,3,2015,2000,平取町,5315,5596,-281,-5.0214438885,743.09,7.2,2373,2412,-39,-1.6169154229
1604,3,2015,2000,新冠町,5592,5775,-183,-3.1688311688,585.81,9.5,2405,2388,17,0.7118927973
1607,3,2015,2000,浦河町,13075,14389,-1314,-9.1319758149,694.26,18.8,6178,6358,-180,-2.8310789556
1608,3,2015,2000,様似町,4518,5114,-596,-11.6542823621,364.30,12.4,2044,2206,-162,-7.3436083409
1609,3,2015,2000,えりも町,4906,5413,-507,-9.3663402919,284.00,17.3,1929,2036,-107,-5.2554027505
1610,3,2015,,新ひだか町,23231,25419,-2188,-8.6077343719,1147.55,20.2,10443,11015,-572,-5.1929187472
1610,9,,2000,(旧 605 静内町),19298,20865,-1567,-7.5101845195,801.50,24.1,8796,9230,-434,-4.7020585049
1610,9,,2000,(旧 606 三石町),3933,4554,-621,-13.6363636364,346.22,11.4,1647,1785,-138,-7.7310924370
1630,c,2015,2000,十勝総合振興局,174109,180540,-6431,-3.5620915033,10212.28,17.0,72818,72681,137,0.1884949299
